seller_product_id,seller_id,product_id,seller_price_usd,listing_created_at,listing_active_flag,scenario_name
seller_product_0000066,seller_000766,product_000037,206.26,2024-01-01T00:00:00,True,baseline
seller_product_0000067,seller_000906,product_000038,61.55,2024-01-01T00:00:00,True,baseline
seller_product_0000068,seller_000956,product_000039,42.63,2024-01-01T00:00:00,True,baseline
seller_product_0000069,seller_000162,product_000040,76.57,2024-01-01T00:00:00,True,baseline
seller_product_0000070,seller_000906,product_000040,83.79,2024-01-01T00:00:00,True,baseline
seller_product_0000071,seller_000468,product_000041,32.79,2024-01-01T00:00:00,True,baseline
seller_product_0000072,seller_000906,product_000041,36.33,2024-01-01T00:00:00,True,baseline
seller_product_0000073,seller_000111,product_000042,53.14,2024-01-01T00:00:00,True,baseline
seller_product_0000074,seller_000158,product_000042,62.68,2024-01-01T00:00:00,True,baseline
seller_product_0000075,seller_000706,product_000042,65.86,2024-01-01T00:00:00,True,baseline
seller_product_0000076,seller_001008,product_000042,59.43,2024-01-01T00:00:00,True,baseline
seller_product_0000077,seller_000052,product_000043,113.51,2024-01-01T00:00:00,True,baseline
seller_product_0000078,seller_000708,product_000044,54.63,2024-01-01T00:00:00,True,baseline
seller_product_0000079,seller_000194,product_000045,14.2,2024-01-01T00:00:00,True,baseline
seller_product_0000080,seller_000906,product_000045,16.09,2024-01-01T00:00:00,True,baseline
seller_product_0000081,seller_000134,product_000046,30.35,2024-01-01T00:00:00,True,baseline
seller_product_0000082,seller_000345,product_000046,36.01,2024-01-01T00:00:00,True,baseline
seller_product_0000083,seller_000748,product_000046,35.65,2024-01-01T00:00:00,True,baseline
seller_product_0000084,seller_000134,product_000047,22.91,2024-01-01T00:00:00,True,baseline
seller_product_0000085,seller_000441,product_000047,25.89,2024-01-01T00:00:00,True,baseline
seller_product_0000086,seller_001083,product_000047,22.67,2024-01-01T00:00:00,True,baseline
seller_product_0000087,seller_000440,product_000048,549.49,2024-01-01T00:00:00,True,baseline
seller_product_0000088,seller_000125,product_000049,39.7,2024-01-01T00:00:00,True,baseline
seller_product_0000089,seller_000681,product_000050,55.04,2024-01-01T00:00:00,True,baseline
seller_product_0000090,seller_001024,product_000051,30.77,2024-01-01T00:00:00,True,baseline
seller_product_0000091,seller_000650,product_000052,129.93,2024-01-01T00:00:00,True,baseline
seller_product_0000092,seller_000550,product_000053,98.74,2024-01-01T00:00:00,True,baseline
seller_product_0000093,seller_001097,product_000053,100.92,2024-01-01T00:00:00,True,baseline
seller_product_0000094,seller_000864,product_000054,83.73,2024-01-01T00:00:00,True,baseline
seller_product_0000095,seller_000579,product_000055,37.99,2024-01-01T00:00:00,True,baseline
seller_product_0000096,seller_000711,product_000056,103.49,2024-01-01T00:00:00,True,baseline
seller_product_0000097,seller_000251,product_000057,33.22,2024-01-01T00:00:00,True,baseline
seller_product_0000098,seller_000345,product_000057,32.1,2024-01-01T00:00:00,True,baseline
seller_product_0000099,seller_000975,product_000057,33.79,2024-01-01T00:00:00,True,baseline
seller_product_0000100,seller_000629,product_000058,111.17,2024-01-01T00:00:00,True,baseline
seller_product_0000101,seller_000341,product_000059,44.1,2024-01-01T00:00:00,True,baseline
seller_product_0000102,seller_000884,product_000059,36.93,2024-01-01T00:00:00,True,baseline
seller_product_0000103,seller_000237,product_000060,26.24,2024-01-01T00:00:00,True,baseline
seller_product_0000104,seller_001057,product_000060,26.25,2024-01-01T00:00:00,True,baseline
seller_product_0000105,seller_000468,product_000061,107.09,2024-01-01T00:00:00,True,baseline
seller_product_0000106,seller_000864,product_000061,116.63,2024-01-01T00:00:00,True,baseline
seller_product_0000107,seller_000037,product_000062,71.68,2024-01-01T00:00:00,True,baseline
seller_product_0000108,seller_000114,product_000062,75.83,2024-01-01T00:00:00,True,baseline
seller_product_0000109,seller_000699,product_000063,382.2,2024-01-01T00:00:00,True,baseline
seller_product_0000110,seller_000005,product_000064,20.93,2024-01-01T00:00:00,True,baseline
seller_product_0000111,seller_000034,product_000064,18.09,2024-01-01T00:00:00,True,baseline
seller_product_0000112,seller_000637,product_000064,18.35,2024-01-01T00:00:00,True,baseline
seller_product_0000113,seller_000866,product_000064,17.92,2024-01-01T00:00:00,True,baseline
seller_product_0000114,seller_000864,product_000065,36.25,2024-01-01T00:00:00,True,baseline
seller_product_0000115,seller_001159,product_000065,29.0,2024-01-01T00:00:00,True,baseline
seller_product_0000116,seller_000440,product_000066,87.94,2024-01-01T00:00:00,True,baseline
seller_product_0000117,seller_000694,product_000066,88.66,2024-01-01T00:00:00,True,baseline
seller_product_0000118,seller_000075,product_000067,133.93,2024-01-01T00:00:00,True,baseline
seller_product_0000119,seller_000989,product_000068,83.74,2024-01-01T00:00:00,True,baseline
seller_product_0000120,seller_001119,product_000068,86.16,2024-01-01T00:00:00,True,baseline
seller_product_0000121,seller_001042,product_000069,237.52,2024-01-01T00:00:00,True,baseline
seller_product_0000122,seller_000328,product_000070,28.4,2024-01-01T00:00:00,True,baseline
seller_product_0000123,seller_000820,product_000071,44.49,2024-01-01T00:00:00,True,baseline
seller_product_0000124,seller_000886,product_000072,44.22,2024-01-01T00:00:00,True,baseline
seller_product_0000125,seller_000698,product_000073,280.42,2024-01-01T00:00:00,True,baseline
seller_product_0000126,seller_000269,product_000074,68.49,2024-01-01T00:00:00,True,baseline
seller_product_0000127,seller_000420,product_000074,67.97,2024-01-01T00:00:00,True,baseline
seller_product_0000128,seller_000906,product_000075,195.88,2024-01-01T00:00:00,True,baseline
seller_product_0000129,seller_000349,product_000076,49.49,2024-01-01T00:00:00,True,baseline
seller_product_0000130,seller_000047,product_000077,119.3,2024-01-01T00:00:00,True,baseline
seller_product_0000131,seller_000150,product_000077,102.63,2024-01-01T00:00:00,True,baseline
seller_product_0000132,seller_000440,product_000077,89.28,2024-01-01T00:00:00,True,baseline
seller_product_0000133,seller_000474,product_000077,101.71,2024-01-01T00:00:00,True,baseline
seller_product_0000134,seller_000309,product_000078,47.27,2024-01-01T00:00:00,True,baseline
seller_product_0000135,seller_000738,product_000079,23.37,2024-01-01T00:00:00,True,baseline
seller_product_0000136,seller_000800,product_000079,21.68,2024-01-01T00:00:00,True,baseline
seller_product_0000137,seller_001196,product_000079,26.14,2024-01-01T00:00:00,True,baseline
seller_product_0000138,seller_000008,product_000080,49.77,2024-01-01T00:00:00,True,baseline
seller_product_0000139,seller_001184,product_000081,49.69,2024-01-01T00:00:00,True,baseline
seller_product_0000140,seller_000810,product_000082,30.63,2024-01-01T00:00:00,True,baseline
seller_product_0000141,seller_000878,product_000082,28.26,2024-01-01T00:00:00,True,baseline
seller_product_0000142,seller_000906,product_000082,34.8,2024-01-01T00:00:00,True,baseline
seller_product_0000143,seller_000256,product_000083,98.22,2024-01-01T00:00:00,True,baseline
seller_product_0000144,seller_000375,product_000083,115.22,2024-01-01T00:00:00,True,baseline
seller_product_0000145,seller_000899,product_000084,37.31,2024-01-01T00:00:00,True,baseline
seller_product_0000146,seller_000039,product_000085,228.97,2024-01-01T00:00:00,True,baseline
seller_product_0000147,seller_000135,product_000086,204.27,2024-01-01T00:00:00,True,baseline
seller_product_0000148,seller_000337,product_000086,195.29,2024-01-01T00:00:00,True,baseline
seller_product_0000149,seller_000139,product_000087,36.42,2024-01-01T00:00:00,True,baseline
seller_product_0000150,seller_000269,product_000088,92.23,2024-01-01T00:00:00,True,baseline
seller_product_0000151,seller_000353,product_000088,89.76,2024-01-01T00:00:00,True,baseline
seller_product_0000152,seller_000710,product_000088,93.64,2024-01-01T00:00:00,True,baseline
seller_product_0000153,seller_000777,product_000089,49.53,2024-01-01T00:00:00,True,baseline
seller_product_0000154,seller_000944,product_000089,47.44,2024-01-01T00:00:00,True,baseline
seller_product_0000155,seller_000432,product_000090,153.75,2024-01-01T00:00:00,True,baseline
seller_product_0000156,seller_000864,product_000090,167.26,2024-01-01T00:00:00,True,baseline
seller_product_0000157,seller_000664,product_000091,17.06,2024-01-01T00:00:00,True,baseline
seller_product_0000158,seller_000800,product_000091,16.48,2024-01-01T00:00:00,True,baseline
seller_product_0000159,seller_000993,product_000091,20.26,2024-01-01T00:00:00,True,baseline
seller_product_0000160,seller_000066,product_000092,17.02,2024-01-01T00:00:00,True,baseline
seller_product_0000161,seller_000096,product_000092,17.45,2024-01-01T00:00:00,True,baseline
seller_product_0000162,seller_000103,product_000092,19.86,2024-01-01T00:00:00,True,baseline
seller_product_0000163,seller_000751,product_000092,21.43,2024-01-01T00:00:00,True,baseline
seller_product_0000164,seller_000514,product_000093,16.38,2024-01-01T00:00:00,True,baseline
seller_product_0000165,seller_000893,product_000094,84.75,2024-01-01T00:00:00,True,baseline
seller_product_0000166,seller_000046,product_000095,26.02,2024-01-01T00:00:00,True,baseline
seller_product_0000167,seller_000311,product_000096,16.73,2024-01-01T00:00:00,True,baseline
seller_product_0000168,seller_000473,product_000097,73.67,2024-01-01T00:00:00,True,baseline
seller_product_0000169,seller_000864,product_000097,88.15,2024-01-01T00:00:00,True,baseline
seller_product_0000170,seller_000136,product_000098,14.56,2024-01-01T00:00:00,True,baseline
seller_product_0000171,seller_000828,product_000098,15.01,2024-01-01T00:00:00,True,baseline
seller_product_0000172,seller_000471,product_000099,52.08,2024-01-01T00:00:00,True,baseline
seller_product_0000173,seller_000136,product_000100,24.15,2024-01-01T00:00:00,True,baseline
seller_product_0000174,seller_001042,product_000100,30.16,2024-01-01T00:00:00,True,baseline
seller_product_0000175,seller_001148,product_000100,27.82,2024-01-01T00:00:00,True,baseline
seller_product_0000176,seller_000617,product_000101,41.48,2024-01-01T00:00:00,True,baseline
seller_product_0000177,seller_000060,product_000102,174.49,2024-01-01T00:00:00,True,baseline
seller_product_0000178,seller_000349,product_000103,56.45,2024-01-01T00:00:00,True,baseline
seller_product_0000179,seller_000386,product_000103,50.86,2024-01-01T00:00:00,True,baseline
seller_product_0000180,seller_000623,product_000103,54.84,2024-01-01T00:00:00,True,baseline
seller_product_0000181,seller_000864,product_000103,51.28,2024-01-01T00:00:00,True,baseline
seller_product_0000182,seller_000015,product_000104,64.44,2024-01-01T00:00:00,True,baseline
seller_product_0000183,seller_000395,product_000104,59.26,2024-01-01T00:00:00,True,baseline
seller_product_0000184,seller_001010,product_000104,78.31,2024-01-01T00:00:00,True,baseline
seller_product_0000185,seller_000223,product_000105,25.04,2024-01-01T00:00:00,True,baseline
seller_product_0000186,seller_000906,product_000105,29.75,2024-01-01T00:00:00,True,baseline
seller_product_0000187,seller_000864,product_000106,40.36,2024-01-01T00:00:00,True,baseline
seller_product_0000188,seller_000005,product_000107,66.62,2024-01-01T00:00:00,True,baseline
seller_product_0000189,seller_000658,product_000107,66.75,2024-01-01T00:00:00,True,baseline
seller_product_0000190,seller_001157,product_000107,76.18,2024-01-01T00:00:00,True,baseline
seller_product_0000191,seller_000076,product_000108,58.23,2024-01-01T00:00:00,True,baseline
seller_product_0000192,seller_000299,product_000108,73.39,2024-01-01T00:00:00,True,baseline
seller_product_0000193,seller_000864,product_000108,56.64,2024-01-01T00:00:00,True,baseline
seller_product_0000194,seller_001094,product_000108,60.64,2024-01-01T00:00:00,True,baseline
seller_product_0000195,seller_000114,product_000109,8.38,2024-01-01T00:00:00,True,baseline
seller_product_0000196,seller_000604,product_000109,9.41,2024-01-01T00:00:00,True,baseline
seller_product_0000197,seller_001060,product_000110,83.17,2024-01-01T00:00:00,True,baseline
seller_product_0000198,seller_000076,product_000111,28.21,2024-01-01T00:00:00,True,baseline
seller_product_0000199,seller_000342,product_000111,24.65,2024-01-01T00:00:00,True,baseline
seller_product_0000200,seller_000294,product_000112,35.07,2024-01-01T00:00:00,True,baseline
seller_product_0000201,seller_000965,product_000113,26.53,2024-01-01T00:00:00,True,baseline
seller_product_0000202,seller_000391,product_000114,26.52,2024-01-01T00:00:00,True,baseline
seller_product_0000203,seller_001156,product_000115,261.61,2024-01-01T00:00:00,True,baseline
seller_product_0000204,seller_000291,product_000116,126.11,2024-01-01T00:00:00,True,baseline
seller_product_0000205,seller_000076,product_000117,34.46,2024-01-01T00:00:00,True,baseline
seller_product_0000206,seller_000168,product_000117,41.62,2024-01-01T00:00:00,True,baseline
seller_product_0000207,seller_000330,product_000117,43.67,2024-01-01T00:00:00,True,baseline
seller_product_0000208,seller_000685,product_000117,35.9,2024-01-01T00:00:00,True,baseline
seller_product_0000209,seller_000906,product_000118,42.92,2024-01-01T00:00:00,True,baseline
seller_product_0000210,seller_000864,product_000119,33.98,2024-01-01T00:00:00,True,baseline
seller_product_0000211,seller_000963,product_000119,31.62,2024-01-01T00:00:00,True,baseline
seller_product_0000212,seller_000269,product_000120,38.36,2024-01-01T00:00:00,True,baseline
seller_product_0000213,seller_000573,product_000120,36.64,2024-01-01T00:00:00,True,baseline
seller_product_0000214,seller_000740,product_000120,46.71,2024-01-01T00:00:00,True,baseline
seller_product_0000215,seller_001086,product_000120,34.56,2024-01-01T00:00:00,True,baseline
seller_product_0000216,seller_000446,product_000121,72.99,2024-01-01T00:00:00,True,baseline
seller_product_0000217,seller_000980,product_000121,73.28,2024-01-01T00:00:00,True,baseline
seller_product_0000218,seller_001186,product_000122,123.15,2024-01-01T00:00:00,True,baseline
seller_product_0000219,seller_000114,product_000123,24.98,2024-01-01T00:00:00,True,baseline
seller_product_0000220,seller_000656,product_000124,33.85,2024-01-01T00:00:00,True,baseline
seller_product_0000221,seller_000936,product_000124,28.5,2024-01-01T00:00:00,True,baseline
seller_product_0000222,seller_001008,product_000124,26.62,2024-01-01T00:00:00,True,baseline
seller_product_0000223,seller_000735,product_000125,44.29,2024-01-01T00:00:00,True,baseline
seller_product_0000224,seller_000441,product_000126,59.23,2024-01-01T00:00:00,True,baseline
seller_product_0000225,seller_000751,product_000126,68.51,2024-01-01T00:00:00,True,baseline
seller_product_0000226,seller_000076,product_000127,51.54,2024-01-01T00:00:00,True,baseline
seller_product_0000227,seller_000183,product_000127,49.32,2024-01-01T00:00:00,True,baseline
seller_product_0000228,seller_000926,product_000128,169.33,2024-01-01T00:00:00,True,baseline
seller_product_0000229,seller_000118,product_000129,153.32,2024-01-01T00:00:00,True,baseline
seller_product_0000230,seller_000470,product_000129,189.92,2024-01-01T00:00:00,True,baseline
seller_product_0000231,seller_000505,product_000129,174.57,2024-01-01T00:00:00,True,baseline
seller_product_0000232,seller_000179,product_000130,116.74,2024-01-01T00:00:00,True,baseline
seller_product_0000233,seller_000269,product_000130,123.11,2024-01-01T00:00:00,True,baseline
seller_product_0000234,seller_000440,product_000130,110.75,2024-01-01T00:00:00,True,baseline
seller_product_0000235,seller_001098,product_000130,110.62,2024-01-01T00:00:00,True,baseline
seller_product_0000236,seller_000258,product_000131,37.87,2024-01-01T00:00:00,True,baseline
seller_product_0000237,seller_000786,product_000131,35.67,2024-01-01T00:00:00,True,baseline
seller_product_0000238,seller_000829,product_000131,38.87,2024-01-01T00:00:00,True,baseline
seller_product_0000239,seller_000049,product_000132,119.9,2024-01-01T00:00:00,True,baseline
seller_product_0000240,seller_000446,product_000133,64.7,2024-01-01T00:00:00,True,baseline
seller_product_0000241,seller_000894,product_000133,84.47,2024-01-01T00:00:00,True,baseline
seller_product_0000242,seller_000863,product_000134,164.28,2024-01-01T00:00:00,True,baseline
seller_product_0000243,seller_000114,product_000135,48.06,2024-01-01T00:00:00,True,baseline
seller_product_0000244,seller_000445,product_000136,59.1,2024-01-01T00:00:00,True,baseline
seller_product_0000245,seller_000591,product_000137,108.03,2024-01-01T00:00:00,True,baseline
seller_product_0000246,seller_000841,product_000138,58.93,2024-01-01T00:00:00,True,baseline
seller_product_0000247,seller_000163,product_000139,99.72,2024-01-01T00:00:00,True,baseline
seller_product_0000248,seller_000483,product_000139,92.01,2024-01-01T00:00:00,True,baseline
seller_product_0000249,seller_000267,product_000140,38.64,2024-01-01T00:00:00,True,baseline
seller_product_0000250,seller_000289,product_000140,38.96,2024-01-01T00:00:00,True,baseline
seller_product_0000251,seller_000926,product_000140,45.7,2024-01-01T00:00:00,True,baseline
seller_product_0000252,seller_000436,product_000141,50.66,2024-01-01T00:00:00,True,baseline
seller_product_0000253,seller_000753,product_000142,21.47,2024-01-01T00:00:00,True,baseline
seller_product_0000254,seller_000163,product_000143,33.74,2024-01-01T00:00:00,True,baseline
seller_product_0000255,seller_000551,product_000143,46.15,2024-01-01T00:00:00,True,baseline
seller_product_0000256,seller_000864,product_000143,40.73,2024-01-01T00:00:00,True,baseline
seller_product_0000257,seller_000181,product_000144,34.02,2024-01-01T00:00:00,True,baseline
seller_product_0000258,seller_000582,product_000145,88.18,2024-01-01T00:00:00,True,baseline
seller_product_0000259,seller_000104,product_000146,101.52,2024-01-01T00:00:00,True,baseline
seller_product_0000260,seller_000688,product_000146,92.64,2024-01-01T00:00:00,True,baseline
seller_product_0000261,seller_000905,product_000146,102.31,2024-01-01T00:00:00,True,baseline
seller_product_0000262,seller_000202,product_000147,16.74,2024-01-01T00:00:00,True,baseline
seller_product_0000263,seller_000512,product_000147,15.52,2024-01-01T00:00:00,True,baseline
seller_product_0000264,seller_000598,product_000147,14.84,2024-01-01T00:00:00,True,baseline
seller_product_0000265,seller_000937,product_000147,17.49,2024-01-01T00:00:00,True,baseline
seller_product_0000266,seller_000468,product_000148,136.98,2024-01-01T00:00:00,True,baseline
seller_product_0000267,seller_000681,product_000148,141.01,2024-01-01T00:00:00,True,baseline
seller_product_0000268,seller_000864,product_000148,149.28,2024-01-01T00:00:00,True,baseline
seller_product_0000269,seller_000183,product_000149,160.59,2024-01-01T00:00:00,True,baseline
seller_product_0000270,seller_000589,product_000149,182.82,2024-01-01T00:00:00,True,baseline
seller_product_0000271,seller_000896,product_000149,172.78,2024-01-01T00:00:00,True,baseline
seller_product_0000272,seller_000784,product_000150,58.28,2024-01-01T00:00:00,True,baseline
seller_product_0000273,seller_001092,product_000150,44.27,2024-01-01T00:00:00,True,baseline
seller_product_0000274,seller_000001,product_000151,37.51,2024-01-01T00:00:00,True,baseline
seller_product_0000275,seller_000134,product_000151,42.41,2024-01-01T00:00:00,True,baseline
seller_product_0000276,seller_000634,product_000151,41.44,2024-01-01T00:00:00,True,baseline
seller_product_0000277,seller_001186,product_000151,37.28,2024-01-01T00:00:00,True,baseline
seller_product_0000278,seller_000266,product_000152,38.62,2024-01-01T00:00:00,True,baseline
seller_product_0000279,seller_000907,product_000152,47.46,2024-01-01T00:00:00,True,baseline
seller_product_0000280,seller_000139,product_000153,17.22,2024-01-01T00:00:00,True,baseline
seller_product_0000281,seller_000956,product_000154,83.47,2024-01-01T00:00:00,True,baseline
seller_product_0000282,seller_000205,product_000155,173.33,2024-01-01T00:00:00,True,baseline
seller_product_0000283,seller_000729,product_000155,171.15,2024-01-01T00:00:00,True,baseline
seller_product_0000284,seller_000761,product_000155,184.81,2024-01-01T00:00:00,True,baseline
seller_product_0000285,seller_000906,product_000155,177.01,2024-01-01T00:00:00,True,baseline
seller_product_0000286,seller_001090,product_000156,161.69,2024-01-01T00:00:00,True,baseline
seller_product_0000287,seller_000076,product_000157,32.02,2024-01-01T00:00:00,True,baseline
seller_product_0000288,seller_000203,product_000157,31.6,2024-01-01T00:00:00,True,baseline
seller_product_0000289,seller_000454,product_000158,80.43,2024-01-01T00:00:00,True,baseline
seller_product_0000290,seller_000580,product_000158,74.87,2024-01-01T00:00:00,True,baseline
seller_product_0000291,seller_000266,product_000159,65.46,2024-01-01T00:00:00,True,baseline
seller_product_0000292,seller_000538,product_000159,72.07,2024-01-01T00:00:00,True,baseline
seller_product_0000293,seller_000650,product_000159,53.9,2024-01-01T00:00:00,True,baseline
seller_product_0000294,seller_000677,product_000160,72.68,2024-01-01T00:00:00,True,baseline
seller_product_0000295,seller_000864,product_000160,77.11,2024-01-01T00:00:00,True,baseline
seller_product_0000296,seller_000913,product_000160,70.94,2024-01-01T00:00:00,True,baseline
seller_product_0000297,seller_000266,product_000161,21.36,2024-01-01T00:00:00,True,baseline
seller_product_0000298,seller_000775,product_000162,32.56,2024-01-01T00:00:00,True,baseline
seller_product_0000299,seller_000008,product_000163,40.82,2024-01-01T00:00:00,True,baseline
seller_product_0000300,seller_000060,product_000163,45.35,2024-01-01T00:00:00,True,baseline
seller_product_0000301,seller_000551,product_000163,43.94,2024-01-01T00:00:00,True,baseline
seller_product_0000302,seller_001134,product_000163,42.7,2024-01-01T00:00:00,True,baseline
seller_product_0000303,seller_000261,product_000164,43.89,2024-01-01T00:00:00,True,baseline
seller_product_0000304,seller_000327,product_000164,44.31,2024-01-01T00:00:00,True,baseline
seller_product_0000305,seller_000339,product_000164,40.49,2024-01-01T00:00:00,True,baseline
seller_product_0000306,seller_000266,product_000165,34.61,2024-01-01T00:00:00,True,baseline
seller_product_0000307,seller_000626,product_000166,165.76,2024-01-01T00:00:00,True,baseline
seller_product_0000308,seller_000838,product_000167,137.2,2024-01-01T00:00:00,True,baseline
seller_product_0000309,seller_001023,product_000167,131.7,2024-01-01T00:00:00,True,baseline
seller_product_0000310,seller_000904,product_000168,104.21,2024-01-01T00:00:00,True,baseline
seller_product_0000311,seller_000906,product_000169,49.07,2024-01-01T00:00:00,True,baseline
seller_product_0000312,seller_001097,product_000169,48.4,2024-01-01T00:00:00,True,baseline
seller_product_0000313,seller_000573,product_000170,148.16,2024-01-01T00:00:00,True,baseline
seller_product_0000314,seller_000354,product_000171,61.15,2024-01-01T00:00:00,True,baseline
seller_product_0000315,seller_000591,product_000171,64.79,2024-01-01T00:00:00,True,baseline
seller_product_0000316,seller_000865,product_000172,65.06,2024-01-01T00:00:00,True,baseline
seller_product_0000317,seller_000019,product_000173,30.37,2024-01-01T00:00:00,True,baseline
seller_product_0000318,seller_000193,product_000174,373.23,2024-01-01T00:00:00,True,baseline
seller_product_0000319,seller_000681,product_000174,372.01,2024-01-01T00:00:00,True,baseline
seller_product_0000320,seller_000142,product_000175,149.15,2024-01-01T00:00:00,True,baseline
seller_product_0000321,seller_000767,product_000175,164.03,2024-01-01T00:00:00,True,baseline
seller_product_0000322,seller_000454,product_000176,151.69,2024-01-01T00:00:00,True,baseline
seller_product_0000323,seller_000202,product_000177,26.43,2024-01-01T00:00:00,True,baseline
