product_id,product_category,product_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_price_base_usd,created_at
product_000086,Electronics & Accessories,Charging Kit 0086,1232,7.0,2.7,6.5,185.49,2024-01-01T00:00:00
product_000087,Home Goods,Organization Set 0087,1330,7.5,2.3,4.7,30.31,2024-01-01T00:00:00
product_000088,Pet Supplies,Pet Care Item 0088,972,5.8,5.5,6.2,82.83,2024-01-01T00:00:00
product_000089,Sports & Outdoors,Training Gear 0089,4536,10.2,5.6,8.5,48.39,2024-01-01T00:00:00
product_000090,Furniture & Decor,Storage Unit 0090,7862,10.2,8.8,8.8,172.87,2024-01-01T00:00:00
product_000091,Watches & Gifts,Timepiece 0091,186,7.4,3.8,5.7,17.66,2024-01-01T00:00:00
product_000092,Office Supplies,Writing Kit 0092,1496,7.1,4.1,5.2,19.05,2024-01-01T00:00:00
product_000093,Books & Media,Learning Guide 0093,424,7.6,4.5,6.5,16.68,2024-01-01T00:00:00
product_000094,Mobile & Telecom,Mobile Accessory 0094,764,7.1,4.5,5.1,81.47,2024-01-01T00:00:00
product_000095,Home Goods,Kitchen Item 0095,1475,9.2,3.3,4.1,22.88,2024-01-01T00:00:00
product_000096,Books & Media,Learning Guide 0096,976,6.7,3.3,5.7,16.77,2024-01-01T00:00:00
product_000097,Baby Products,Feeding Item 0097,395,6.9,3.5,4.5,71.16,2024-01-01T00:00:00
product_000098,Books & Media,Learning Guide 0098,294,5.7,2.9,5.2,14.02,2024-01-01T00:00:00
product_000099,Office Supplies,Writing Kit 0099,961,7.4,4.6,4.0,45.89,2024-01-01T00:00:00
product_000100,Automotive,Travel Item 0100,1740,6.4,5.0,5.9,28.13,2024-01-01T00:00:00
product_000101,Baby Products,Nursery Accessory 0101,1277,8.3,4.2,7.2,43.68,2024-01-01T00:00:00
product_000102,Automotive,Maintenance Kit 0102,2497,6.3,4.4,5.9,140.0,2024-01-01T00:00:00
product_000103,Health & Beauty,Wellness Item 0103,223,6.8,3.9,4.6,50.98,2024-01-01T00:00:00
product_000104,Watches & Gifts,Timepiece 0104,195,5.4,5.4,3.7,68.07,2024-01-01T00:00:00
product_000105,Health & Beauty,Care Set 0105,385,5.0,4.0,5.8,25.06,2024-01-01T00:00:00
product_000106,Pet Supplies,Pet Activity Item 0106,1450,6.6,5.1,4.8,35.61,2024-01-01T00:00:00
product_000107,Baby Products,Nursery Accessory 0107,1270,6.7,3.9,4.3,61.18,2024-01-01T00:00:00
product_000108,Automotive,Travel Item 0108,1752,7.8,4.7,5.3,61.36,2024-01-01T00:00:00
product_000109,Health & Beauty,Wellness Item 0109,410,6.0,4.7,3.6,8.79,2024-01-01T00:00:00
product_000110,Sports & Outdoors,Outdoor Kit 0110,4635,11.5,6.8,6.8,81.26,2024-01-01T00:00:00
product_000111,Health & Beauty,Care Set 0111,845,7.6,5.2,5.5,26.17,2024-01-01T00:00:00
product_000112,Mobile & Telecom,Mobile Accessory 0112,1031,7.0,4.7,3.7,37.03,2024-01-01T00:00:00
product_000113,Books & Media,Learning Guide 0113,618,5.1,3.5,6.1,30.59,2024-01-01T00:00:00
product_000114,Home & Bedding,Bedding Set 0114,992,6.4,2.6,5.1,29.99,2024-01-01T00:00:00
product_000115,Mobile & Telecom,Connectivity Kit 0115,548,6.2,4.6,4.9,257.19,2024-01-01T00:00:00
product_000116,Automotive,Vehicle Accessory 0116,3113,9.8,5.2,8.3,126.41,2024-01-01T00:00:00
product_000117,Sports & Outdoors,Training Gear 0117,4946,8.8,6.3,9.4,39.71,2024-01-01T00:00:00
product_000118,Home & Bedding,Home Textile 0118,1887,9.3,5.9,6.0,43.76,2024-01-01T00:00:00
product_000119,Garden & Outdoor,Outdoor Accessory 0119,8352,12.3,8.8,8.6,31.17,2024-01-01T00:00:00
product_000120,Office Supplies,Desk Set 0120,524,7.9,3.8,4.3,38.31,2024-01-01T00:00:00
product_000121,Toys & Games,Learning Toy 0121,1221,7.8,3.9,6.1,69.51,2024-01-01T00:00:00
product_000122,Garden & Outdoor,Garden Tool 0122,2847,9.7,6.0,7.2,116.66,2024-01-01T00:00:00
product_000123,Health & Beauty,Daily Essential 0123,172,6.2,5.2,3.1,22.8,2024-01-01T00:00:00
product_000124,Health & Beauty,Daily Essential 0124,196,6.2,4.0,3.8,27.93,2024-01-01T00:00:00
product_000125,Baby Products,Feeding Item 0125,497,5.9,4.4,4.9,43.85,2024-01-01T00:00:00
product_000126,Garden & Outdoor,Outdoor Accessory 0126,13901,14.5,5.1,7.9,63.67,2024-01-01T00:00:00
product_000127,Baby Products,Infant Care Item 0127,681,6.1,3.9,6.0,47.08,2024-01-01T00:00:00
product_000128,Mobile & Telecom,Phone Item 0128,768,7.4,3.3,4.6,149.25,2024-01-01T00:00:00
product_000129,Electronics & Accessories,Audio Item 0129,588,6.4,3.7,4.6,156.87,2024-01-01T00:00:00
product_000130,Automotive,Vehicle Accessory 0130,3502,11.0,5.9,7.4,107.71,2024-01-01T00:00:00
product_000131,Books & Media,Learning Guide 0131,265,7.3,4.2,5.5,35.17,2024-01-01T00:00:00
product_000132,Sports & Outdoors,Outdoor Kit 0132,5453,11.1,6.3,7.4,97.47,2024-01-01T00:00:00
product_000133,Home & Bedding,Bedding Set 0133,3066,8.5,3.9,6.0,66.41,2024-01-01T00:00:00
product_000134,Watches & Gifts,Timepiece 0134,162,7.9,3.3,4.8,154.07,2024-01-01T00:00:00
product_000135,Automotive,Maintenance Kit 0135,2331,6.1,3.6,5.3,49.42,2024-01-01T00:00:00
product_000136,Fashion,Everyday Apparel 0136,155,7.1,3.4,4.4,56.75,2024-01-01T00:00:00
product_000137,Fashion,Seasonal Wear 0137,334,7.5,3.2,4.8,110.41,2024-01-01T00:00:00
product_000138,Home Goods,Household Tool 0138,3916,9.7,8.6,6.0,51.13,2024-01-01T00:00:00
product_000139,Sports & Outdoors,Training Gear 0139,1402,7.1,5.1,5.1,87.73,2024-01-01T00:00:00
product_000140,Fashion,Seasonal Wear 0140,927,7.1,5.0,3.7,35.98,2024-01-01T00:00:00
product_000141,Baby Products,Feeding Item 0141,1159,6.3,3.3,4.1,53.06,2024-01-01T00:00:00
product_000142,Books & Media,Reference Book 0142,235,6.2,4.0,4.9,19.46,2024-01-01T00:00:00
product_000143,Sports & Outdoors,Fitness Item 0143,6899,13.1,5.5,9.3,39.54,2024-01-01T00:00:00
product_000144,Home & Bedding,Comfort Item 0144,2351,7.4,5.1,4.8,36.9,2024-01-01T00:00:00
product_000145,Electronics & Accessories,Device Accessory 0145,774,6.2,4.2,4.1,85.1,2024-01-01T00:00:00
product_000146,Garden & Outdoor,Garden Tool 0146,5058,12.3,8.3,8.4,95.84,2024-01-01T00:00:00
product_000147,Pet Supplies,Pet Care Item 0147,1623,6.3,4.3,5.7,14.77,2024-01-01T00:00:00
product_000148,Furniture & Decor,Storage Unit 0148,10338,14.1,9.5,8.9,126.16,2024-01-01T00:00:00
product_000149,Watches & Gifts,Gift Set 0149,147,5.6,3.2,4.2,163.1,2024-01-01T00:00:00
product_000150,Toys & Games,Family Game 0150,955,6.3,4.0,5.6,48.44,2024-01-01T00:00:00
product_000151,Baby Products,Feeding Item 0151,996,5.1,4.7,5.1,40.82,2024-01-01T00:00:00
product_000152,Garden & Outdoor,Planting Set 0152,3474,10.4,6.4,4.8,40.53,2024-01-01T00:00:00
product_000153,Office Supplies,Desk Set 0153,952,5.8,3.1,6.1,17.3,2024-01-01T00:00:00
product_000154,Pet Supplies,Pet Care Item 0154,1444,6.6,4.0,5.0,86.24,2024-01-01T00:00:00
product_000155,Mobile & Telecom,Mobile Accessory 0155,1077,7.1,2.9,6.7,169.09,2024-01-01T00:00:00
product_000156,Mobile & Telecom,Mobile Accessory 0156,1293,6.6,4.8,3.5,145.0,2024-01-01T00:00:00
product_000157,Watches & Gifts,Timepiece 0157,228,4.4,5.0,6.4,30.26,2024-01-01T00:00:00
product_000158,Fashion,Everyday Apparel 0158,813,6.8,3.6,5.1,78.8,2024-01-01T00:00:00
product_000159,Baby Products,Infant Care Item 0159,1080,5.2,3.7,5.2,65.91,2024-01-01T00:00:00
product_000160,Pet Supplies,Feeding Set 0160,2312,8.5,5.7,5.3,74.34,2024-01-01T00:00:00
product_000161,Office Supplies,Office Organizer 0161,619,6.0,4.9,4.6,24.2,2024-01-01T00:00:00
product_000162,Sports & Outdoors,Training Gear 0162,1495,8.7,3.4,5.4,37.57,2024-01-01T00:00:00
product_000163,Home & Bedding,Bedding Set 0163,1397,6.3,3.4,5.7,42.92,2024-01-01T00:00:00
product_000164,Automotive,Maintenance Kit 0164,8850,12.7,9.0,7.4,41.74,2024-01-01T00:00:00
product_000165,Garden & Outdoor,Outdoor Accessory 0165,3940,8.8,5.9,7.2,31.46,2024-01-01T00:00:00
product_000166,Mobile & Telecom,Connectivity Kit 0166,1621,7.2,5.2,5.3,151.95,2024-01-01T00:00:00
product_000167,Watches & Gifts,Gift Set 0167,350,6.8,3.8,4.2,133.01,2024-01-01T00:00:00
product_000168,Automotive,Travel Item 0168,4525,12.3,5.2,5.4,90.74,2024-01-01T00:00:00
product_000169,Baby Products,Feeding Item 0169,874,6.8,4.3,5.1,45.73,2024-01-01T00:00:00
product_000170,Baby Products,Infant Care Item 0170,1465,6.5,4.1,3.5,160.31,2024-01-01T00:00:00
product_000171,Fashion,Seasonal Wear 0171,462,5.5,4.3,4.3,61.35,2024-01-01T00:00:00
product_000172,Garden & Outdoor,Outdoor Accessory 0172,1747,6.5,5.3,5.4,59.47,2024-01-01T00:00:00
product_000173,Fashion,Everyday Apparel 0173,325,6.8,3.4,5.9,29.66,2024-01-01T00:00:00
product_000174,Watches & Gifts,Timepiece 0174,106,6.8,4.2,5.7,324.44,2024-01-01T00:00:00
product_000175,Fashion,Fashion Accessory 0175,101,6.8,5.0,5.6,153.76,2024-01-01T00:00:00
product_000176,Home Goods,Household Tool 0176,1075,8.2,3.0,4.0,133.71,2024-01-01T00:00:00
product_000177,Sports & Outdoors,Training Gear 0177,3325,9.4,6.8,6.6,24.37,2024-01-01T00:00:00
product_000178,Toys & Games,Family Game 0178,1519,8.1,4.8,5.6,35.68,2024-01-01T00:00:00
product_000179,Garden & Outdoor,Planting Set 0179,2426,5.6,4.7,4.6,107.89,2024-01-01T00:00:00
product_000180,Toys & Games,Activity Set 0180,1193,7.8,3.6,5.6,20.99,2024-01-01T00:00:00
product_000181,Fashion,Everyday Apparel 0181,520,5.3,3.7,6.5,59.69,2024-01-01T00:00:00
product_000182,Fashion,Everyday Apparel 0182,574,5.6,5.3,5.3,100.93,2024-01-01T00:00:00
product_000183,Baby Products,Feeding Item 0183,1388,6.5,4.8,5.3,54.28,2024-01-01T00:00:00
product_000184,Toys & Games,Activity Set 0184,626,5.5,3.6,5.1,45.69,2024-01-01T00:00:00
product_000185,Automotive,Vehicle Accessory 0185,1703,9.1,4.3,6.7,66.62,2024-01-01T00:00:00
product_000186,Books & Media,Reference Book 0186,508,7.6,2.5,5.3,33.81,2024-01-01T00:00:00
product_000187,Office Supplies,Writing Kit 0187,484,6.3,5.2,5.0,42.22,2024-01-01T00:00:00
product_000188,Fashion,Fashion Accessory 0188,225,7.0,3.8,5.3,71.09,2024-01-01T00:00:00
product_000189,Office Supplies,Office Organizer 0189,445,4.8,4.1,4.5,15.59,2024-01-01T00:00:00
product_000190,Furniture & Decor,Accent Furniture 0190,7321,12.6,6.9,10.4,201.11,2024-01-01T00:00:00
product_000191,Watches & Gifts,Gift Set 0191,250,5.0,3.2,4.8,117.9,2024-01-01T00:00:00
product_000192,Office Supplies,Office Organizer 0192,956,5.9,4.4,4.8,33.26,2024-01-01T00:00:00
product_000193,Home & Bedding,Comfort Item 0193,1526,7.3,4.0,5.1,129.77,2024-01-01T00:00:00
product_000194,Sports & Outdoors,Outdoor Kit 0194,1610,9.3,5.8,4.9,72.63,2024-01-01T00:00:00
product_000195,Automotive,Travel Item 0195,3422,6.8,7.1,6.3,72.28,2024-01-01T00:00:00
product_000196,Fashion,Everyday Apparel 0196,320,7.0,3.6,4.3,46.21,2024-01-01T00:00:00
product_000197,Books & Media,Reference Book 0197,288,7.1,5.5,4.4,24.26,2024-01-01T00:00:00
product_000198,Fashion,Everyday Apparel 0198,1163,8.3,5.4,5.4,64.03,2024-01-01T00:00:00
product_000199,Furniture & Decor,Decor Item 0199,2052,7.4,5.8,5.6,265.78,2024-01-01T00:00:00
product_000200,Baby Products,Infant Care Item 0200,582,4.1,4.5,4.8,63.41,2024-01-01T00:00:00
product_000201,Furniture & Decor,Storage Unit 0201,7017,8.8,5.4,11.0,101.2,2024-01-01T00:00:00
product_000202,Fashion,Fashion Accessory 0202,278,6.3,4.5,3.9,57.79,2024-01-01T00:00:00
product_000203,Mobile & Telecom,Phone Item 0203,1295,7.4,3.2,5.7,77.77,2024-01-01T00:00:00
product_000204,Home & Bedding,Comfort Item 0204,1657,9.0,5.2,6.1,39.72,2024-01-01T00:00:00
product_000205,Mobile & Telecom,Mobile Accessory 0205,455,5.5,4.9,5.0,285.69,2024-01-01T00:00:00
product_000206,Fashion,Seasonal Wear 0206,319,7.2,4.1,6.8,107.93,2024-01-01T00:00:00
product_000207,Books & Media,Learning Guide 0207,770,6.2,2.9,5.7,32.95,2024-01-01T00:00:00
product_000208,Home & Bedding,Bedding Set 0208,588,5.9,4.2,5.3,61.73,2024-01-01T00:00:00
product_000209,Mobile & Telecom,Phone Item 0209,576,7.2,3.2,4.8,188.42,2024-01-01T00:00:00
product_000210,Toys & Games,Learning Toy 0210,326,6.9,3.9,4.3,26.56,2024-01-01T00:00:00
product_000211,Automotive,Travel Item 0211,3965,13.2,5.5,7.9,259.76,2024-01-01T00:00:00
product_000212,Fashion,Fashion Accessory 0212,910,7.3,4.8,3.7,22.21,2024-01-01T00:00:00
product_000213,Home & Bedding,Bedding Set 0213,1223,6.3,5.1,5.7,56.41,2024-01-01T00:00:00
product_000214,Toys & Games,Family Game 0214,1755,6.8,5.1,4.8,37.43,2024-01-01T00:00:00
product_000215,Electronics & Accessories,Audio Item 0215,754,6.4,3.7,5.9,365.54,2024-01-01T00:00:00
product_000216,Health & Beauty,Wellness Item 0216,334,7.8,3.8,6.2,87.37,2024-01-01T00:00:00
product_000217,Baby Products,Feeding Item 0217,2191,8.0,3.6,7.4,29.09,2024-01-01T00:00:00
product_000218,Watches & Gifts,Keepsake Item 0218,543,7.0,3.9,5.1,169.55,2024-01-01T00:00:00
product_000219,Furniture & Decor,Storage Unit 0219,10703,16.0,9.3,10.3,265.74,2024-01-01T00:00:00
product_000220,Garden & Outdoor,Garden Tool 0220,4075,9.0,6.2,7.0,31.45,2024-01-01T00:00:00
product_000221,Fashion,Seasonal Wear 0221,373,6.6,4.0,3.1,35.97,2024-01-01T00:00:00
product_000222,Sports & Outdoors,Training Gear 0222,1917,7.7,4.5,6.3,79.37,2024-01-01T00:00:00
product_000223,Pet Supplies,Pet Care Item 0223,1953,6.1,5.0,4.5,51.1,2024-01-01T00:00:00
product_000224,Pet Supplies,Pet Care Item 0224,1768,10.6,4.5,4.7,36.72,2024-01-01T00:00:00
product_000225,Electronics & Accessories,Audio Item 0225,976,6.3,4.4,5.9,134.43,2024-01-01T00:00:00
product_000226,Fashion,Everyday Apparel 0226,242,7.9,3.3,3.8,85.13,2024-01-01T00:00:00
product_000227,Fashion,Seasonal Wear 0227,900,5.3,3.9,4.3,43.17,2024-01-01T00:00:00
product_000228,Health & Beauty,Wellness Item 0228,937,7.0,2.7,4.4,14.5,2024-01-01T00:00:00
product_000229,Fashion,Seasonal Wear 0229,345,4.5,4.4,5.4,15.42,2024-01-01T00:00:00
product_000230,Mobile & Telecom,Phone Item 0230,1553,6.3,3.9,5.5,92.06,2024-01-01T00:00:00
product_000231,Furniture & Decor,Accent Furniture 0231,12559,13.3,10.3,12.8,171.1,2024-01-01T00:00:00
product_000232,Health & Beauty,Daily Essential 0232,516,6.0,5.1,4.9,22.77,2024-01-01T00:00:00
product_000233,Pet Supplies,Pet Care Item 0233,513,6.3,4.6,6.6,27.21,2024-01-01T00:00:00
product_000234,Home & Bedding,Bedding Set 0234,3114,7.6,4.1,7.2,97.9,2024-01-01T00:00:00
product_000235,Electronics & Accessories,Device Accessory 0235,895,7.0,3.5,4.6,278.81,2024-01-01T00:00:00
product_000236,Baby Products,Feeding Item 0236,1224,7.7,3.6,6.2,57.89,2024-01-01T00:00:00
product_000237,Watches & Gifts,Gift Set 0237,226,6.1,4.6,6.3,145.8,2024-01-01T00:00:00
product_000238,Pet Supplies,Feeding Set 0238,2007,6.6,6.1,6.8,30.31,2024-01-01T00:00:00
product_000239,Furniture & Decor,Storage Unit 0239,8086,9.4,6.9,9.1,72.43,2024-01-01T00:00:00
product_000240,Office Supplies,Office Organizer 0240,1597,6.5,4.6,6.3,49.76,2024-01-01T00:00:00
product_000241,Baby Products,Feeding Item 0241,833,5.5,4.1,5.0,126.79,2024-01-01T00:00:00
product_000242,Electronics & Accessories,Device Accessory 0242,879,7.0,5.0,4.4,166.04,2024-01-01T00:00:00
product_000243,Sports & Outdoors,Fitness Item 0243,727,8.5,3.7,4.8,100.48,2024-01-01T00:00:00
product_000244,Baby Products,Infant Care Item 0244,1293,6.6,3.9,6.9,66.21,2024-01-01T00:00:00
product_000245,Fashion,Seasonal Wear 0245,232,5.7,3.7,4.1,18.17,2024-01-01T00:00:00
product_000246,Office Supplies,Office Organizer 0246,1014,5.5,3.6,5.6,44.68,2024-01-01T00:00:00
product_000247,Baby Products,Feeding Item 0247,2471,7.7,5.2,8.6,64.82,2024-01-01T00:00:00
product_000248,Mobile & Telecom,Mobile Accessory 0248,629,5.7,4.4,6.4,295.77,2024-01-01T00:00:00
product_000249,Electronics & Accessories,Audio Item 0249,1562,7.4,4.6,5.1,124.18,2024-01-01T00:00:00
product_000250,Health & Beauty,Daily Essential 0250,170,6.2,4.0,5.4,12.95,2024-01-01T00:00:00
product_000251,Home & Bedding,Comfort Item 0251,840,6.8,3.8,4.7,57.37,2024-01-01T00:00:00
product_000252,Mobile & Telecom,Phone Item 0252,958,7.2,3.6,5.9,285.6,2024-01-01T00:00:00
product_000253,Health & Beauty,Daily Essential 0253,180,6.4,3.7,4.7,24.91,2024-01-01T00:00:00
product_000254,Furniture & Decor,Storage Unit 0254,13377,14.5,8.7,12.1,242.64,2024-01-01T00:00:00
