customer_id,customer_unique_id,customer_state,customer_city,customer_region,customer_zip_prefix,customer_segment,customer_lifecycle_stage,created_at
customer_000151,customer_unique_000151,MI,Detroit,Midwest,96951,occasional_buyer,active,2024-01-01T00:00:00
customer_000152,customer_unique_000152,PA,Pittsburgh,Northeast,95675,one_time_buyer,at_risk,2024-01-01T00:00:00
customer_000153,customer_unique_000153,TX,Houston,South,28587,discount_sensitive,active,2024-01-01T00:00:00
customer_000154,customer_unique_000154,VT,Montpelier,Northeast,39766,occasional_buyer,returning,2024-01-01T00:00:00
customer_000155,customer_unique_000155,KY,Lexington,South,68713,one_time_buyer,new,2024-01-01T00:00:00
customer_000156,customer_unique_000156,CO,Denver,West,66941,one_time_buyer,active,2024-06-11T00:00:00
customer_000157,customer_unique_000157,TX,Dallas,South,68992,one_time_buyer,new,2024-01-01T00:00:00
customer_000158,customer_unique_000158,NC,Charlotte,South,87714,category_loyal,active,2024-01-01T00:00:00
customer_000159,customer_unique_000159,FL,Orlando,South,73804,one_time_buyer,returning,2024-01-01T00:00:00
customer_000160,customer_unique_000160,OR,Portland,West,79914,one_time_buyer,returning,2024-01-01T00:00:00
customer_000161,customer_unique_000161,NC,Raleigh,South,31922,one_time_buyer,at_risk,2024-01-01T00:00:00
customer_000162,customer_unique_000162,HI,Honolulu,West,92507,one_time_buyer,new,2024-01-02T00:00:00
customer_000163,customer_unique_000163,NY,New York,Northeast,28006,category_loyal,returning,2024-01-01T00:00:00
customer_000164,customer_unique_000164,ID,Idaho Falls,West,14395,one_time_buyer,returning,2024-01-01T00:00:00
customer_000165,customer_unique_000165,FL,Orlando,South,05026,one_time_buyer,active,2024-06-22T00:00:00
customer_000166,customer_unique_000166,OH,Columbus,Midwest,29934,one_time_buyer,returning,2024-01-01T00:00:00
customer_000167,customer_unique_000167,WY,Cheyenne,West,54454,occasional_buyer,active,2024-01-01T00:00:00
customer_000168,customer_unique_000168,CA,Los Angeles,West,51686,one_time_buyer,active,2024-01-01T00:00:00
customer_000169,customer_unique_000169,OK,Tulsa,South,30129,one_time_buyer,new,2024-01-01T00:00:00
customer_000170,customer_unique_000170,HI,Honolulu,West,73772,high_value_buyer,active,2024-01-01T00:00:00
customer_000171,customer_unique_000171,MA,Boston,Northeast,69361,high_value_buyer,active,2024-01-01T00:00:00
customer_000172,customer_unique_000172,TX,Houston,South,48199,one_time_buyer,new,2024-01-01T00:00:00
customer_000173,customer_unique_000173,CA,Sacramento,West,57252,high_value_buyer,new,2024-01-01T00:00:00
customer_000174,customer_unique_000174,NV,Reno,West,30412,one_time_buyer,active,2024-01-01T00:00:00
customer_000175,customer_unique_000175,MI,Detroit,Midwest,11793,one_time_buyer,at_risk,2024-01-01T00:00:00
customer_000176,customer_unique_000176,AL,Montgomery,South,56104,category_loyal,new,2024-01-01T00:00:00
customer_000177,customer_unique_000177,TX,Houston,South,79001,one_time_buyer,active,2024-01-01T00:00:00
customer_000178,customer_unique_000178,NY,New York,Northeast,30016,one_time_buyer,at_risk,2024-01-01T00:00:00
customer_000179,customer_unique_000179,CA,San Diego,West,31833,one_time_buyer,new,2024-01-01T00:00:00
customer_000180,customer_unique_000180,CA,San Diego,West,57700,one_time_buyer,returning,2024-01-01T00:00:00
customer_000181,customer_unique_000181,NC,Raleigh,South,09849,high_value_buyer,returning,2024-01-01T00:00:00
customer_000182,customer_unique_000182,DC,Washington,South,01795,one_time_buyer,active,2024-04-25T00:00:00
customer_000183,customer_unique_000183,CA,Sacramento,West,67470,category_loyal,active,2024-01-01T00:00:00
customer_000184,customer_unique_000184,OH,Columbus,Midwest,56645,occasional_buyer,active,2024-01-01T00:00:00
customer_000185,customer_unique_000185,LA,New Orleans,South,21552,category_loyal,returning,2024-04-30T00:00:00
customer_000186,customer_unique_000186,GA,Savannah,South,41258,discount_sensitive,active,2024-01-01T00:00:00
customer_000187,customer_unique_000187,NE,Omaha,Midwest,09556,one_time_buyer,active,2024-01-01T00:00:00
customer_000188,customer_unique_000188,CA,San Diego,West,78152,one_time_buyer,returning,2024-01-01T00:00:00
customer_000189,customer_unique_000189,IN,Indianapolis,Midwest,36079,high_value_buyer,active,2024-01-01T00:00:00
customer_000190,customer_unique_000190,NY,Albany,Northeast,17623,discount_sensitive,at_risk,2024-01-01T00:00:00
customer_000191,customer_unique_000191,NV,Reno,West,42337,occasional_buyer,returning,2024-01-24T00:00:00
customer_000192,customer_unique_000192,TN,Memphis,South,97567,category_loyal,returning,2024-01-01T00:00:00
customer_000193,customer_unique_000193,CA,San Diego,West,84796,category_loyal,returning,2024-01-01T00:00:00
customer_000194,customer_unique_000194,TX,Dallas,South,11506,category_loyal,at_risk,2024-01-01T00:00:00
customer_000195,customer_unique_000195,NY,Albany,Northeast,48584,occasional_buyer,at_risk,2024-01-01T00:00:00
customer_000196,customer_unique_000196,PA,Pittsburgh,Northeast,82782,discount_sensitive,active,2024-01-01T00:00:00
customer_000197,customer_unique_000197,ND,Bismarck,Midwest,84101,one_time_buyer,at_risk,2024-01-01T00:00:00
customer_000198,customer_unique_000198,PA,Pittsburgh,Northeast,30506,one_time_buyer,active,2024-01-01T00:00:00
customer_000199,customer_unique_000199,MS,Gulfport,South,11199,one_time_buyer,new,2024-01-01T00:00:00
customer_000200,customer_unique_000200,MN,Duluth,Midwest,61675,occasional_buyer,new,2024-04-10T00:00:00
customer_000201,customer_unique_000201,MS,Jackson,South,49595,high_value_buyer,at_risk,2024-01-01T00:00:00
customer_000202,customer_unique_000202,MI,Detroit,Midwest,19488,occasional_buyer,active,2024-03-01T00:00:00
customer_000203,customer_unique_000203,NY,Albany,Northeast,36002,occasional_buyer,returning,2024-01-01T00:00:00
customer_000204,customer_unique_000204,OH,Cleveland,Midwest,56270,one_time_buyer,new,2024-02-03T00:00:00
customer_000205,customer_unique_000205,DE,Dover,South,39694,discount_sensitive,active,2024-04-21T00:00:00
customer_000206,customer_unique_000206,IL,Chicago,Midwest,90652,one_time_buyer,active,2024-01-01T00:00:00
customer_000207,customer_unique_000207,FL,Tampa,South,61390,one_time_buyer,active,2024-01-01T00:00:00
customer_000208,customer_unique_000208,TN,Nashville,South,95818,category_loyal,active,2024-05-26T00:00:00
customer_000209,customer_unique_000209,CA,San Diego,West,82522,discount_sensitive,active,2024-01-01T00:00:00
customer_000210,customer_unique_000210,TX,Dallas,South,37895,occasional_buyer,new,2024-01-01T00:00:00
customer_000211,customer_unique_000211,IN,Indianapolis,Midwest,53816,one_time_buyer,new,2024-01-01T00:00:00
customer_000212,customer_unique_000212,CA,San Diego,West,70713,discount_sensitive,active,2024-06-02T00:00:00
customer_000213,customer_unique_000213,AK,Anchorage,West,48367,one_time_buyer,active,2024-01-01T00:00:00
customer_000214,customer_unique_000214,ID,Boise,West,19680,occasional_buyer,at_risk,2024-01-21T00:00:00
customer_000215,customer_unique_000215,CA,Sacramento,West,26212,discount_sensitive,new,2024-06-02T00:00:00
customer_000216,customer_unique_000216,NC,Charlotte,South,17285,discount_sensitive,active,2024-01-01T00:00:00
customer_000217,customer_unique_000217,SD,Rapid City,Midwest,65066,discount_sensitive,returning,2024-01-01T00:00:00
customer_000218,customer_unique_000218,TX,Houston,South,49290,occasional_buyer,active,2024-01-01T00:00:00
customer_000219,customer_unique_000219,TX,Dallas,South,56514,occasional_buyer,returning,2024-01-24T00:00:00
customer_000220,customer_unique_000220,CA,San Diego,West,68251,category_loyal,returning,2024-01-01T00:00:00
customer_000221,customer_unique_000221,FL,Jacksonville,South,59892,one_time_buyer,new,2024-01-01T00:00:00
customer_000222,customer_unique_000222,NY,Buffalo,Northeast,42168,occasional_buyer,returning,2024-05-04T00:00:00
customer_000223,customer_unique_000223,MO,St. Louis,Midwest,19316,one_time_buyer,at_risk,2024-01-01T00:00:00
customer_000224,customer_unique_000224,MS,Jackson,South,52825,one_time_buyer,returning,2024-01-03T00:00:00
customer_000225,customer_unique_000225,ND,Fargo,Midwest,58197,occasional_buyer,active,2024-04-14T00:00:00
customer_000226,customer_unique_000226,TX,Dallas,South,06375,one_time_buyer,active,2024-01-01T00:00:00
customer_000227,customer_unique_000227,CA,Los Angeles,West,33553,occasional_buyer,returning,2024-01-01T00:00:00
customer_000228,customer_unique_000228,ME,Bangor,Northeast,64286,occasional_buyer,new,2024-01-01T00:00:00
customer_000229,customer_unique_000229,ID,Idaho Falls,West,83174,one_time_buyer,new,2024-01-01T00:00:00
customer_000230,customer_unique_000230,TX,Houston,South,72553,high_value_buyer,active,2024-04-27T00:00:00
customer_000231,customer_unique_000231,GA,Atlanta,South,34579,one_time_buyer,active,2024-01-01T00:00:00
customer_000232,customer_unique_000232,AR,Fayetteville,South,56041,occasional_buyer,active,2024-01-01T00:00:00
customer_000233,customer_unique_000233,GA,Savannah,South,93283,high_value_buyer,returning,2024-01-01T00:00:00
customer_000234,customer_unique_000234,NM,Santa Fe,West,85328,discount_sensitive,active,2024-03-13T00:00:00
customer_000235,customer_unique_000235,PA,Pittsburgh,Northeast,29248,one_time_buyer,at_risk,2024-01-01T00:00:00
customer_000236,customer_unique_000236,TX,Houston,South,48752,one_time_buyer,active,2024-01-01T00:00:00
customer_000237,customer_unique_000237,NV,Reno,West,15713,occasional_buyer,active,2024-01-01T00:00:00
customer_000238,customer_unique_000238,VT,Burlington,Northeast,33488,one_time_buyer,new,2024-04-20T00:00:00
customer_000239,customer_unique_000239,NJ,Newark,Northeast,92534,occasional_buyer,active,2024-01-01T00:00:00
customer_000240,customer_unique_000240,TX,Dallas,South,05596,occasional_buyer,at_risk,2024-01-01T00:00:00
customer_000241,customer_unique_000241,MI,Detroit,Midwest,29674,discount_sensitive,new,2024-01-01T00:00:00
customer_000242,customer_unique_000242,OK,Tulsa,South,39618,one_time_buyer,new,2024-02-04T00:00:00
customer_000243,customer_unique_000243,UT,Salt Lake City,West,52420,occasional_buyer,returning,2024-01-01T00:00:00
customer_000244,customer_unique_000244,GA,Savannah,South,43965,occasional_buyer,new,2024-01-01T00:00:00
customer_000245,customer_unique_000245,TX,Houston,South,68391,high_value_buyer,active,2024-05-23T00:00:00
customer_000246,customer_unique_000246,KS,Wichita,Midwest,09064,one_time_buyer,active,2024-01-01T00:00:00
customer_000247,customer_unique_000247,CT,New Haven,Northeast,69748,discount_sensitive,active,2024-01-01T00:00:00
customer_000248,customer_unique_000248,WV,Charleston,South,74369,occasional_buyer,at_risk,2024-01-01T00:00:00
customer_000249,customer_unique_000249,MI,Grand Rapids,Midwest,97221,occasional_buyer,at_risk,2024-01-01T00:00:00
customer_000250,customer_unique_000250,HI,Honolulu,West,35489,high_value_buyer,active,2024-01-01T00:00:00
customer_000251,customer_unique_000251,FL,Tampa,South,69162,one_time_buyer,active,2024-01-01T00:00:00
customer_000252,customer_unique_000252,AK,Fairbanks,West,32257,category_loyal,returning,2024-01-01T00:00:00
customer_000253,customer_unique_000253,ND,Bismarck,Midwest,80556,occasional_buyer,active,2024-01-01T00:00:00
customer_000254,customer_unique_000254,TX,Austin,South,65148,one_time_buyer,new,2024-04-30T00:00:00
customer_000255,customer_unique_000255,IL,Chicago,Midwest,87812,occasional_buyer,returning,2024-01-01T00:00:00
customer_000256,customer_unique_000256,SC,Columbia,South,52353,occasional_buyer,active,2024-01-01T00:00:00
customer_000257,customer_unique_000257,NV,Reno,West,61861,one_time_buyer,active,2024-01-08T00:00:00
customer_000258,customer_unique_000258,FL,Tampa,South,38228,one_time_buyer,active,2024-01-01T00:00:00
customer_000259,customer_unique_000259,FL,Jacksonville,South,22906,one_time_buyer,new,2024-05-02T00:00:00
customer_000260,customer_unique_000260,CA,San Diego,West,08970,occasional_buyer,new,2024-04-09T00:00:00
customer_000261,customer_unique_000261,CO,Colorado Springs,West,79867,one_time_buyer,active,2024-05-16T00:00:00
