order_id,order_item_id,seller_product_id,product_id,seller_id,item_price_usd,shipping_cost_usd,item_total_usd,scenario_name
order_0000028,1,seller_product_0011275,product_006479,seller_000339,104.86,8.39,113.25,baseline
order_0000028,2,seller_product_0013609,product_007802,seller_000339,30.11,7.91,38.02,baseline
order_0000028,3,seller_product_0011328,product_006510,seller_000339,112.25,12.02,124.27,baseline
order_0000029,1,seller_product_0001715,product_000988,seller_000550,78.38,7.81,86.19,baseline
order_0000029,2,seller_product_0009574,product_005501,seller_000550,27.18,8.31,35.49,baseline
order_0000030,1,seller_product_0001197,product_000687,seller_000613,40.08,5.13,45.21,baseline
order_0000031,1,seller_product_0005072,product_002898,seller_000446,54.41,12.79,67.2,baseline
order_0000031,2,seller_product_0012821,product_007361,seller_000446,47.99,12.95,60.94,baseline
order_0000031,3,seller_product_0012821,product_007361,seller_000446,63.05,12.51,75.56,baseline
order_0000032,1,seller_product_0003015,product_001742,seller_000872,132.29,9.7,141.99,baseline
order_0000033,1,seller_product_0007488,product_004296,seller_000895,28.3,9.1,37.4,baseline
order_0000034,1,seller_product_0008701,product_004984,seller_000412,279.13,21.23,300.36,baseline
order_0000034,2,seller_product_0008270,product_004741,seller_000412,23.88,12.73,36.61,baseline
order_0000034,3,seller_product_0012461,product_007159,seller_000412,89.11,13.63,102.74,baseline
order_0000034,4,seller_product_0006001,product_003434,seller_000412,16.99,13.06,30.05,baseline
order_0000035,1,seller_product_0011658,product_006696,seller_000989,109.54,23.92,133.46,baseline
order_0000035,2,seller_product_0006873,product_003945,seller_000989,172.58,11.18,183.76,baseline
order_0000035,3,seller_product_0000119,product_000068,seller_000989,85.03,9.38,94.41,baseline
order_0000036,1,seller_product_0003027,product_001749,seller_000491,83.44,8.89,92.33,baseline
order_0000037,1,seller_product_0011435,product_006568,seller_000800,27.25,8.3,35.55,baseline
order_0000037,2,seller_product_0009276,product_005326,seller_000800,35.89,8.94,44.83,baseline
order_0000037,3,seller_product_0002498,product_001461,seller_000800,172.58,11.51,184.09,baseline
order_0000037,4,seller_product_0006632,product_003809,seller_000800,45.84,8.11,53.95,baseline
order_0000037,5,seller_product_0008346,product_004779,seller_000800,19.06,7.95,27.01,baseline
order_0000038,1,seller_product_0010961,product_006303,seller_001142,50.67,8.2,58.87,baseline
order_0000038,2,seller_product_0007227,product_004150,seller_001142,201.48,8.66,210.14,baseline
order_0000039,1,seller_product_0005353,product_003076,seller_001155,27.7,7.8,35.5,baseline
order_0000040,1,seller_product_0007676,product_004401,seller_000808,216.7,6.08,222.78,baseline
order_0000041,1,seller_product_0012592,product_007236,seller_000036,184.83,4.96,189.79,baseline
order_0000042,1,seller_product_0009369,product_005383,seller_000040,72.17,13.58,85.75,baseline
order_0000042,2,seller_product_0000424,product_000234,seller_000040,86.6,10.95,97.55,baseline
order_0000043,1,seller_product_0012650,product_007265,seller_000202,65.33,11.35,76.68,baseline
order_0000043,2,seller_product_0007480,product_004292,seller_000202,162.95,8.27,171.22,baseline
order_0000044,1,seller_product_0001110,product_000645,seller_000784,141.3,8.54,149.84,baseline
order_0000045,1,seller_product_0002269,product_001317,seller_000046,130.87,8.45,139.32,baseline
order_0000046,1,seller_product_0008364,product_004790,seller_000864,65.78,13.09,78.87,baseline
order_0000046,2,seller_product_0013232,product_007589,seller_000864,49.68,12.32,62.0,baseline
order_0000046,3,seller_product_0005948,product_003398,seller_000864,99.45,11.9,111.35,baseline
order_0000047,1,seller_product_0005920,product_003384,seller_000241,51.67,13.04,64.71,baseline
order_0000048,1,seller_product_0013395,product_007679,seller_000811,77.36,10.91,88.27,baseline
order_0000049,1,seller_product_0000535,product_000300,seller_000014,118.81,9.43,128.24,baseline
order_0000050,1,seller_product_0012945,product_007420,seller_000828,103.86,8.29,112.15,baseline
order_0000051,1,seller_product_0012495,product_007181,seller_000664,85.56,11.08,96.64,baseline
order_0000052,1,seller_product_0010165,product_005835,seller_000457,140.09,9.76,149.85,baseline
order_0000052,2,seller_product_0010165,product_005835,seller_000457,108.93,10.25,119.18,baseline
order_0000052,3,seller_product_0010165,product_005835,seller_000457,123.94,9.47,133.41,baseline
order_0000053,1,seller_product_0006935,product_003983,seller_001039,50.34,6.19,56.53,baseline
order_0000054,1,seller_product_0009030,product_005195,seller_000847,21.82,8.74,30.56,baseline
order_0000054,2,seller_product_0003137,product_001807,seller_000847,41.89,7.41,49.3,baseline
order_0000055,1,seller_product_0011993,product_006895,seller_001110,62.27,5.72,67.99,baseline
order_0000055,2,seller_product_0012680,product_007282,seller_001110,136.29,7.13,143.42,baseline
order_0000056,1,seller_product_0005553,product_003195,seller_000751,157.72,7.95,165.67,baseline
order_0000057,1,seller_product_0001011,product_000588,seller_000461,132.11,9.5,141.61,baseline
order_0000057,2,seller_product_0001011,product_000588,seller_000461,115.88,9.77,125.65,baseline
order_0000057,3,seller_product_0001011,product_000588,seller_000461,120.06,9.71,129.77,baseline
order_0000058,1,seller_product_0012584,product_007232,seller_000060,98.15,7.41,105.56,baseline
order_0000058,2,seller_product_0007172,product_004116,seller_000060,39.91,8.67,48.58,baseline
order_0000058,3,seller_product_0001351,product_000786,seller_000060,128.35,7.28,135.63,baseline
order_0000058,4,seller_product_0011538,product_006625,seller_000060,76.92,9.4,86.32,baseline
order_0000059,1,seller_product_0010122,product_005812,seller_001045,32.69,8.58,41.27,baseline
order_0000060,1,seller_product_0009486,product_005456,seller_000956,21.76,7.62,29.38,baseline
order_0000061,1,seller_product_0001888,product_001093,seller_000168,63.99,5.38,69.37,baseline
order_0000062,1,seller_product_0002285,product_001325,seller_001010,50.94,9.56,60.5,baseline
order_0000063,1,seller_product_0011783,product_006765,seller_000014,218.51,8.47,226.98,baseline
order_0000064,1,seller_product_0011451,product_006575,seller_000406,392.89,24.69,417.58,baseline
order_0000065,1,seller_product_0009429,product_005419,seller_000167,37.46,7.96,45.42,baseline
order_0000065,2,seller_product_0008282,product_004746,seller_000167,27.18,9.2,36.38,baseline
order_0000066,1,seller_product_0011631,product_006677,seller_000311,217.1,8.28,225.38,baseline
order_0000067,1,seller_product_0009320,product_005356,seller_000351,102.76,14.5,117.26,baseline
order_0000067,2,seller_product_0013547,product_007767,seller_000351,118.41,8.84,127.25,baseline
order_0000068,1,seller_product_0009179,product_005282,seller_000122,104.47,10.19,114.66,baseline
order_0000069,1,seller_product_0006807,product_003908,seller_000676,104.42,7.94,112.36,baseline
order_0000069,2,seller_product_0000026,product_000015,seller_000676,476.83,12.14,488.97,baseline
order_0000070,1,seller_product_0003961,product_002263,seller_000505,221.85,5.61,227.46,baseline
order_0000071,1,seller_product_0012030,product_006917,seller_000863,43.16,8.27,51.43,baseline
order_0000072,1,seller_product_0011539,product_006625,seller_000655,66.87,9.55,76.42,baseline
order_0000073,1,seller_product_0008986,product_005167,seller_000906,50.14,9.7,59.84,baseline
order_0000074,1,seller_product_0001397,product_000812,seller_000024,54.39,8.48,62.87,baseline
order_0000075,1,seller_product_0012249,product_007037,seller_000864,83.67,14.73,98.4,baseline
order_0000076,1,seller_product_0000660,product_000367,seller_000412,36.49,10.9,47.39,baseline
order_0000077,1,seller_product_0013188,product_007563,seller_000345,28.33,8.89,37.22,baseline
order_0000077,2,seller_product_0002272,product_001318,seller_000345,40.07,9.67,49.74,baseline
order_0000077,3,seller_product_0009040,product_005200,seller_000345,22.49,8.72,31.21,baseline
order_0000077,4,seller_product_0009040,product_005200,seller_000345,22.36,8.01,30.37,baseline
order_0000078,1,seller_product_0010765,product_006188,seller_000800,68.61,5.42,74.03,baseline
order_0000078,2,seller_product_0012743,product_007321,seller_000800,19.72,5.49,25.21,baseline
order_0000079,1,seller_product_0013290,product_007621,seller_001042,18.66,7.62,26.28,baseline
order_0000079,2,seller_product_0012285,product_007060,seller_001042,53.64,8.89,62.53,baseline
order_0000080,1,seller_product_0003864,product_002211,seller_000573,31.12,8.21,39.33,baseline
order_0000080,2,seller_product_0006554,product_003760,seller_000573,11.91,8.36,20.27,baseline
order_0000080,3,seller_product_0003864,product_002211,seller_000573,29.7,8.3,38.0,baseline
order_0000081,1,seller_product_0005385,product_003095,seller_000769,173.54,8.03,181.57,baseline
order_0000081,2,seller_product_0005385,product_003095,seller_000769,145.6,8.04,153.64,baseline
order_0000082,1,seller_product_0012742,product_007320,seller_000574,40.1,8.15,48.25,baseline
order_0000082,2,seller_product_0012742,product_007320,seller_000574,44.06,8.21,52.27,baseline
order_0000082,3,seller_product_0012742,product_007320,seller_000574,50.41,8.46,58.87,baseline
order_0000083,1,seller_product_0003450,product_001970,seller_000311,85.59,9.33,94.92,baseline
order_0000083,2,seller_product_0008676,product_004971,seller_000311,19.89,8.64,28.53,baseline
order_0000084,1,seller_product_0004887,product_002786,seller_000525,70.48,9.14,79.62,baseline
order_0000085,1,seller_product_0005997,product_003430,seller_000906,16.71,8.61,25.32,baseline
order_0000086,1,seller_product_0009922,product_005704,seller_000569,136.34,9.93,146.27,baseline
order_0000087,1,seller_product_0008138,product_004667,seller_000698,64.6,8.41,73.01,baseline
order_0000087,2,seller_product_0005617,product_003224,seller_000698,256.3,8.71,265.01,baseline
order_0000087,3,seller_product_0003399,product_001941,seller_000698,96.67,8.73,105.4,baseline
order_0000087,4,seller_product_0008138,product_004667,seller_000698,66.11,8.48,74.59,baseline
order_0000087,5,seller_product_0010895,product_006263,seller_000698,150.03,7.44,157.47,baseline
order_0000088,1,seller_product_0002458,product_001431,seller_000893,16.39,5.55,21.94,baseline
order_0000088,2,seller_product_0006531,product_003747,seller_000893,54.44,6.13,60.57,baseline
order_0000089,1,seller_product_0000679,product_000378,seller_000512,55.57,8.46,64.03,baseline
order_0000089,2,seller_product_0005528,product_003179,seller_000512,76.29,10.88,87.17,baseline
order_0000090,1,seller_product_0006003,product_003436,seller_000512,161.25,8.11,169.36,baseline
order_0000091,1,seller_product_0010850,product_006237,seller_000896,25.16,5.35,30.51,baseline
order_0000092,1,seller_product_0004816,product_002750,seller_000311,171.68,8.85,180.53,baseline
order_0000093,1,seller_product_0008320,product_004767,seller_000592,26.38,3.7,30.08,baseline
order_0000094,1,seller_product_0011365,product_006530,seller_001022,56.56,5.7,62.26,baseline
order_0000095,1,seller_product_0006475,product_003717,seller_001022,295.25,5.34,300.59,baseline
order_0000096,1,seller_product_0002097,product_001212,seller_000928,19.81,8.63,28.44,baseline
order_0000097,1,seller_product_0002216,product_001286,seller_000693,62.69,5.16,67.85,baseline
order_0000097,2,seller_product_0005968,product_003411,seller_000693,94.87,5.23,100.1,baseline
order_0000098,1,seller_product_0001598,product_000926,seller_000571,42.47,10.74,53.21,baseline
order_0000098,2,seller_product_0004774,product_002730,seller_000571,278.94,22.63,301.57,baseline
order_0000099,1,seller_product_0010408,product_005975,seller_000864,189.1,14.42,203.52,baseline
order_0000100,1,seller_product_0002572,product_001496,seller_000475,28.15,9.81,37.96,baseline
order_0000101,1,seller_product_0000172,product_000099,seller_000471,60.31,5.21,65.52,baseline
order_0000102,1,seller_product_0002903,product_001679,seller_000136,47.93,8.25,56.18,baseline
order_0000102,2,seller_product_0000173,product_000100,seller_000136,24.18,8.4,32.58,baseline
order_0000102,3,seller_product_0011187,product_006428,seller_000136,196.66,13.24,209.9,baseline
order_0000102,4,seller_product_0002903,product_001679,seller_000136,75.05,8.04,83.09,baseline
order_0000103,1,seller_product_0009523,product_005475,seller_000708,16.9,8.06,24.96,baseline
order_0000103,2,seller_product_0007985,product_004571,seller_000708,32.3,9.84,42.14,baseline
order_0000104,1,seller_product_0004060,product_002322,seller_000163,119.27,6.46,125.73,baseline
order_0000104,2,seller_product_0000838,product_000475,seller_000163,99.84,8.71,108.55,baseline
order_0000105,1,seller_product_0012467,product_007161,seller_001068,35.0,8.28,43.28,baseline
order_0000105,2,seller_product_0009388,product_005397,seller_001068,18.26,7.59,25.85,baseline
order_0000106,1,seller_product_0009572,product_005500,seller_000339,22.82,9.21,32.03,baseline
order_0000106,2,seller_product_0003701,product_002116,seller_000339,26.34,9.73,36.07,baseline
order_0000107,1,seller_product_0010910,product_006271,seller_000650,101.73,7.68,109.41,baseline
order_0000107,2,seller_product_0008489,product_004862,seller_000650,72.55,7.01,79.56,baseline
order_0000108,1,seller_product_0013077,product_007495,seller_000401,121.99,11.86,133.85,baseline
order_0000108,2,seller_product_0007510,product_004309,seller_000401,20.63,8.61,29.24,baseline
order_0000109,1,seller_product_0011951,product_006875,seller_001039,91.31,5.47,96.78,baseline
order_0000110,1,seller_product_0011493,product_006597,seller_000060,78.09,6.19,84.28,baseline
order_0000111,1,seller_product_0005751,product_003291,seller_000835,71.49,9.34,80.83,baseline
order_0000111,2,seller_product_0012193,product_007001,seller_000835,113.26,13.07,126.33,baseline
order_0000112,1,seller_product_0009674,product_005558,seller_000433,47.44,11.52,58.96,baseline
order_0000112,2,seller_product_0009674,product_005558,seller_000433,40.99,12.49,53.48,baseline
order_0000113,1,seller_product_0001708,product_000985,seller_000412,69.67,7.2,76.87,baseline
order_0000114,1,seller_product_0008425,product_004821,seller_000864,26.1,16.5,42.6,baseline
order_0000115,1,seller_product_0000253,product_000142,seller_000753,20.82,7.31,28.13,baseline
order_0000115,2,seller_product_0007885,product_004519,seller_000753,22.31,7.45,29.76,baseline
order_0000116,1,seller_product_0002765,product_001605,seller_001042,43.63,9.79,53.42,baseline
order_0000116,2,seller_product_0004672,product_002665,seller_001042,33.94,8.79,42.73,baseline
order_0000116,3,seller_product_0005249,product_003005,seller_001042,161.93,14.66,176.59,baseline
order_0000116,4,seller_product_0008734,product_005007,seller_001042,61.45,8.31,69.76,baseline
order_0000117,1,seller_product_0010686,product_006138,seller_000543,58.45,8.09,66.54,baseline
order_0000118,1,seller_product_0002785,product_001613,seller_000666,51.01,4.32,55.33,baseline
order_0000119,1,seller_product_0007340,product_004215,seller_000864,209.71,14.02,223.73,baseline
order_0000119,2,seller_product_0003922,product_002243,seller_000864,88.61,12.35,100.96,baseline
order_0000119,3,seller_product_0011001,product_006328,seller_000864,88.66,13.3,101.96,baseline
order_0000119,4,seller_product_0003479,product_001986,seller_000864,101.87,12.05,113.92,baseline
order_0000120,1,seller_product_0004649,product_002653,seller_000202,27.3,9.03,36.33,baseline
order_0000121,1,seller_product_0009088,product_005229,seller_000559,147.91,6.23,154.14,baseline
order_0000121,2,seller_product_0010087,product_005789,seller_000559,62.06,4.26,66.32,baseline
order_0000121,3,seller_product_0003431,product_001960,seller_000559,304.47,6.72,311.19,baseline
order_0000122,1,seller_product_0011353,product_006523,seller_000832,174.24,8.18,182.42,baseline
order_0000123,1,seller_product_0006561,product_003765,seller_000028,354.88,9.73,364.61,baseline
order_0000124,1,seller_product_0009594,product_005512,seller_000193,96.98,11.45,108.43,baseline
order_0000125,1,seller_product_0006161,product_003523,seller_000370,101.41,8.63,110.04,baseline
order_0000126,1,seller_product_0001337,product_000777,seller_000548,30.18,5.17,35.35,baseline
order_0000127,1,seller_product_0006440,product_003694,seller_000963,64.89,7.97,72.86,baseline
order_0000128,1,seller_product_0008453,product_004839,seller_000738,30.65,9.6,40.25,baseline
order_0000128,2,seller_product_0005985,product_003422,seller_000738,55.25,7.62,62.87,baseline
order_0000129,1,seller_product_0012038,product_006920,seller_000864,118.95,15.9,134.85,baseline
order_0000130,1,seller_product_0005903,product_003374,seller_001123,45.0,12.04,57.04,baseline
order_0000130,2,seller_product_0011557,product_006636,seller_001123,74.58,9.83,84.41,baseline
order_0000130,3,seller_product_0013760,product_007890,seller_001123,13.48,8.14,21.62,baseline
order_0000130,4,seller_product_0012308,product_007070,seller_001123,14.6,8.3,22.9,baseline
order_0000130,5,seller_product_0005903,product_003374,seller_001123,45.46,12.17,57.63,baseline
order_0000131,1,seller_product_0002334,product_001358,seller_000349,38.65,5.86,44.51,baseline
order_0000132,1,seller_product_0006204,product_003551,seller_001197,192.51,10.02,202.53,baseline
order_0000132,2,seller_product_0008245,product_004730,seller_001197,40.08,8.16,48.24,baseline
order_0000133,1,seller_product_0000875,product_000501,seller_000560,111.1,5.92,117.02,baseline
order_0000133,2,seller_product_0000875,product_000501,seller_000560,172.25,5.61,177.86,baseline
order_0000133,3,seller_product_0007176,product_004118,seller_000560,82.79,3.88,86.67,baseline
order_0000133,4,seller_product_0007176,product_004118,seller_000560,78.18,3.82,82.0,baseline
order_0000134,1,seller_product_0010906,product_006269,seller_000349,23.89,7.74,31.63,baseline
order_0000134,2,seller_product_0006405,product_003674,seller_000349,81.44,7.74,89.18,baseline
order_0000135,1,seller_product_0007600,product_004362,seller_000066,32.69,8.63,41.32,baseline
order_0000135,2,seller_product_0010092,product_005792,seller_000066,182.4,8.49,190.89,baseline
order_0000136,1,seller_product_0001498,product_000869,seller_000123,108.31,6.68,114.99,baseline
order_0000136,2,seller_product_0010795,product_006207,seller_000123,20.18,6.53,26.71,baseline
order_0000137,1,seller_product_0004700,product_002683,seller_000965,205.6,9.22,214.82,baseline
order_0000138,1,seller_product_0005103,product_002918,seller_000902,33.75,5.47,39.22,baseline
order_0000138,2,seller_product_0003636,product_002077,seller_000902,113.65,7.18,120.83,baseline
order_0000138,3,seller_product_0011619,product_006671,seller_000902,21.96,5.34,27.3,baseline
order_0000139,1,seller_product_0003087,product_001781,seller_000255,78.2,10.29,88.49,baseline
order_0000140,1,seller_product_0003109,product_001791,seller_000635,98.92,11.34,110.26,baseline
order_0000140,2,seller_product_0003109,product_001791,seller_000635,93.34,11.73,105.07,baseline
order_0000141,1,seller_product_0008712,product_004992,seller_000139,62.62,9.63,72.25,baseline
order_0000142,1,seller_product_0004126,product_002357,seller_000330,76.21,8.98,85.19,baseline
order_0000143,1,seller_product_0003771,product_002158,seller_000693,91.88,8.56,100.44,baseline
order_0000144,1,seller_product_0012658,product_007271,seller_000594,43.92,7.89,51.81,baseline
order_0000144,2,seller_product_0013383,product_007669,seller_000594,82.86,7.28,90.14,baseline
order_0000144,3,seller_product_0005549,product_003194,seller_000594,58.02,10.58,68.6,baseline
order_0000144,4,seller_product_0004043,product_002309,seller_000594,31.49,7.32,38.81,baseline
order_0000144,5,seller_product_0009302,product_005343,seller_000594,68.05,8.2,76.25,baseline
order_0000145,1,seller_product_0009734,product_005593,seller_000751,93.16,9.61,102.77,baseline
order_0000146,1,seller_product_0002284,product_001325,seller_000114,69.06,9.78,78.84,baseline
order_0000147,1,seller_product_0001509,product_000875,seller_000962,63.69,7.14,70.83,baseline
order_0000148,1,seller_product_0007912,product_004533,seller_000403,97.19,7.84,105.03,baseline
order_0000149,1,seller_product_0001224,product_000703,seller_000596,25.47,8.36,33.83,baseline
order_0000149,2,seller_product_0005406,product_003109,seller_000596,62.08,9.41,71.49,baseline
order_0000150,1,seller_product_0013555,product_007771,seller_000266,62.49,8.28,70.77,baseline
order_0000151,1,seller_product_0013594,product_007792,seller_000626,53.12,4.21,57.33,baseline
order_0000151,2,seller_product_0006178,product_003532,seller_000626,99.07,6.38,105.45,baseline
order_0000151,3,seller_product_0003160,product_001821,seller_000626,44.24,5.96,50.2,baseline
order_0000152,1,seller_product_0007855,product_004500,seller_001086,23.22,7.88,31.1,baseline
order_0000153,1,seller_product_0011340,product_006516,seller_001068,210.24,6.51,216.75,baseline
order_0000153,2,seller_product_0010645,product_006116,seller_001068,74.61,5.99,80.6,baseline
order_0000154,1,seller_product_0012348,product_007091,seller_000001,210.8,6.95,217.75,baseline
order_0000154,2,seller_product_0013773,product_007898,seller_000001,50.9,5.61,56.51,baseline
order_0000155,1,seller_product_0011141,product_006400,seller_000964,55.59,10.08,65.67,baseline
order_0000155,2,seller_product_0004204,product_002405,seller_000964,81.79,8.19,89.98,baseline
order_0000156,1,seller_product_0002920,product_001686,seller_000521,20.27,10.75,31.02,baseline
order_0000157,1,seller_product_0003743,product_002142,seller_000186,46.11,5.61,51.72,baseline
order_0000157,2,seller_product_0002968,product_001715,seller_000186,21.95,6.57,28.52,baseline
order_0000157,3,seller_product_0010672,product_006132,seller_000186,77.03,6.74,83.77,baseline
order_0000158,1,seller_product_0000526,product_000297,seller_000001,21.12,9.86,30.98,baseline
order_0000159,1,seller_product_0010978,product_006316,seller_000913,93.11,7.94,101.05,baseline
order_0000160,1,seller_product_0010828,product_006225,seller_000322,216.04,4.7,220.74,baseline
order_0000161,1,seller_product_0012207,product_007008,seller_000496,89.48,9.84,99.32,baseline
order_0000162,1,seller_product_0004913,product_002802,seller_000796,169.44,9.34,178.78,baseline
order_0000162,2,seller_product_0012152,product_006977,seller_000796,25.29,5.03,30.32,baseline
order_0000163,1,seller_product_0011651,product_006690,seller_000035,115.84,8.82,124.66,baseline
order_0000164,1,seller_product_0005875,product_003355,seller_000114,41.12,8.02,49.14,baseline
order_0000165,1,seller_product_0002048,product_001189,seller_000920,67.81,7.73,75.54,baseline
order_0000165,2,seller_product_0005989,product_003426,seller_000920,216.14,9.92,226.06,baseline
order_0000166,1,seller_product_0008186,product_004695,seller_000665,95.46,8.54,104.0,baseline
order_0000166,2,seller_product_0008186,product_004695,seller_000665,98.54,8.29,106.83,baseline
order_0000166,3,seller_product_0008186,product_004695,seller_000665,93.01,8.19,101.2,baseline
order_0000167,1,seller_product_0001160,product_000669,seller_000666,64.89,7.27,72.16,baseline
order_0000167,2,seller_product_0008401,product_004809,seller_000666,287.01,8.35,295.36,baseline
order_0000168,1,seller_product_0004521,product_002577,seller_001088,65.44,10.97,76.41,baseline
order_0000168,2,seller_product_0003424,product_001955,seller_001088,20.62,8.5,29.12,baseline
order_0000169,1,seller_product_0010073,product_005779,seller_000796,31.39,8.06,39.45,baseline
order_0000170,1,seller_product_0003617,product_002068,seller_000375,11.87,7.49,19.36,baseline
order_0000170,2,seller_product_0001241,product_000714,seller_000375,71.88,9.2,81.08,baseline
order_0000171,1,seller_product_0000586,product_000323,seller_000284,48.9,4.84,53.74,baseline
order_0000171,2,seller_product_0000586,product_000323,seller_000284,60.96,4.84,65.8,baseline
order_0000172,1,seller_product_0008866,product_005089,seller_000707,61.21,6.04,67.25,baseline
order_0000173,1,seller_product_0007562,product_004338,seller_000392,61.03,12.17,73.2,baseline
order_0000174,1,seller_product_0004889,product_002788,seller_000233,62.28,8.42,70.7,baseline
order_0000174,2,seller_product_0003429,product_001959,seller_000233,24.48,8.44,32.92,baseline
order_0000175,1,seller_product_0000105,product_000061,seller_000468,105.92,5.61,111.53,baseline
order_0000176,1,seller_product_0007236,product_004154,seller_000628,297.44,16.2,313.64,baseline
order_0000177,1,seller_product_0004052,product_002315,seller_000975,100.24,7.27,107.51,baseline
order_0000177,2,seller_product_0004253,product_002434,seller_000975,39.54,7.17,46.71,baseline
order_0000178,1,seller_product_0007901,product_004527,seller_000505,45.8,6.48,52.28,baseline
order_0000179,1,seller_product_0009947,product_005718,seller_000114,66.79,11.76,78.55,baseline
order_0000180,1,seller_product_0009700,product_005572,seller_000467,64.7,5.2,69.9,baseline
order_0000181,1,seller_product_0013233,product_007590,seller_000505,131.61,8.12,139.73,baseline
order_0000182,1,seller_product_0003644,product_002080,seller_000379,90.45,9.23,99.68,baseline
